id	qihao	riqi	shunxu1	shunxu2	shunxu3	shunxu4	shunxu5	shunxu6	lan	hsorts	hmd5	amd5
1832	2015087	2015-07-28	20	15	9	28	19	16	11	9,15,16,19,20,28	c5883d62900664d6518178f96ec86b91	b36504ff70101134bb9740e57edab6b7
1833	2015088	2015-07-30	2	12	29	31	20	24	9	2,12,20,24,29,31	f3b07e0e1c641decfb67180aaaf946fa	8125ae7c74cb34837ddaf2614cc02d00
1834	2015089	2015-08-02	28	14	29	19	12	27	1	12,14,19,27,28,29	bb11d46ab0a5c9566a06810efd494fea	f6d78010f080b2d1efb51abce75dd1a5
1835	2015090	2015-08-04	12	33	22	10	25	14	15	10,12,14,22,25,33	b309ce359edcd33de34f973ded42628e	fa7f5633c7b986c55570902ca05f9a61
1836	2015091	2015-08-06	17	22	7	5	19	31	11	5,7,17,19,22,31	627433e73e84a6c4a4f361a58f6f59d0	e6893ae1f9a388fff17e12ec956317be
1837	2015092	2015-08-09	27	26	9	19	21	15	1	9,15,19,21,26,27	39e473faf8c0687a3e8e2a881b1d09c3	5b3baba0b508ab5138f9645fe8cd3888
1838	2015093	2015-08-11	31	1	25	21	13	3	8	1,3,13,21,25,31	19369ac428932d13dd30b4f975fd9979	a317867d67497608ab15366bfc1b6b7b
1839	2015094	2015-08-13	16	6	17	4	13	1	10	1,4,6,13,16,17	8cd6ccfbaff5bdf893a86a96a6c6f226	be01c3023e2e70982ff315bb47fc5ff5
1840	2015095	2015-08-16	30	28	31	4	15	21	4	4,15,21,28,30,31	c8c4e4f87d10abf283009cd4533ee360	451fdcd11ca7dce7dc786b7f832e18cf
1841	2015096	2015-08-18	31	23	24	16	17	6	7	6,16,17,23,24,31	72d8b23e0e39e2904c8d9c4ba71f58d7	83d0ef572d3179f32f3bab795713f311
1842	2015097	2015-08-20	14	27	20	12	9	26	4	9,12,14,20,26,27	0363f18888f0fec0abfec5a6de0067ff	b47af731ea67e3d21acb7ee5fa00dd91
1843	2015098	2015-08-23	26	9	13	27	33	6	1	6,9,13,26,27,33	33966a543a1e3d78673cdc4451763073	caf2094d3d632ac2245cc378085b6a14
1844	2015099	2015-08-25	7	14	22	11	6	10	9	6,7,10,11,14,22	7471670a916c0a3ad5a8feeb6ec80e9f	e857c9e0947851169a72097a984de4d4
1845	2015100	2015-08-27	19	21	3	11	17	2	8	2,3,11,17,19,21	6bf44364cf9e26f925ea823188069b45	340fd41bb7c32497bac54ebd2ee1bd97
1846	2015101	2015-08-30	22	16	29	28	24	8	5	8,16,22,24,28,29	56bad3a7859a97c24af3b1340c2ac8af	7fd5e046efdd4a6bb6b7d1454e418295
1847	2015102	2015-09-01	7	14	12	23	9	21	6	7,9,12,14,21,23	95bf139fdefd09077a5a8a2588d7e464	88b782b0c3b3c9d1c9bb6bb4dd4ab816
1848	2015103	2015-09-03	30	32	8	6	13	26	14	6,8,13,26,30,32	58d9a141a30004513ed721c011032413	8fe06a207d89351110c6be13b5bfc8e3
1849	2015104	2015-09-06	23	21	9	18	26	25	1	9,18,21,23,25,26	75dfa4486b48b7b04113fd25f72877cd	a6fb3b3cafbaa553a0e150e84cf9422c
1850	2015105	2015-09-08	10	9	26	19	16	20	12	9,10,16,19,20,26	1c538626d5badf9deae275a155bdd49e	07328f2aa391ad7e0fc0d138b71c18e7
1851	2015106	2015-09-10	31	32	3	4	1	23	13	1,3,4,23,31,32	7406904281c8bc1daa0284a5f21e356b	6cabde214800f01c9bea5f0b4999cd19
1852	2015107	2015-09-13	7	18	21	25	16	14	8	7,14,16,18,21,25	16f13027b42a53c58ec8920d1a89a619	6a1d67268c6fd3c6e709b33afa20604b
1853	2015108	2015-09-15	2	24	12	27	22	19	15	2,12,19,22,24,27	b662162bfd4eb4ea00d66bafc2b5e426	97fddff6bca5257bc7f024010ae7b729
1854	2015109	2015-09-17	33	16	9	1	32	8	13	1,8,9,16,32,33	153ec6a8d0c4200ce0def037ce374595	6373067e6cf345ab6cb6342ff6c296e2
1855	2015110	2015-09-20	16	5	22	7	23	17	4	5,7,16,17,22,23	a59105c23c39216d822c9824eeb35bf5	7ef94f0a8c6088908dbf8c314cbe15e4
1856	2015111	2015-09-22	20	16	14	30	8	18	12	8,14,16,18,20,30	a1d635180f6af713ffe8a637f14ca3f3	d70ad89e57bde30a8c7b21f6dc10e213
1857	2015112	2015-09-24	3	27	10	19	20	1	11	1,3,10,19,20,27	41bdfbe58537b5373087d1a5a6891340	4ab35fb648087b620fa1924c46e41d65
1858	2015113	2015-09-27	27	7	5	19	1	8	12	1,5,7,8,19,27	fa585da7ae0d60d419f814cbc28fdc87	5d96879dbf0ba1a3d6d6d750dff90345
1859	2015114	2015-09-29	13	21	26	4	7	9	1	4,7,9,13,21,26	435691f603330ae4350eb6c93d99ff3a	60e9659a5d77d020000059188cf80592
1860	2015115	2015-10-01	7	1	32	24	14	8	3	1,7,8,14,24,32	b912789c01600e72e19ae84cd686d0e1	7963156e480981f9c1b93a46ae289e9f
1861	2015116	2015-10-04	23	15	4	26	6	28	11	4,6,15,23,26,28	5e10aa583f2996a276d19043507c5b2b	37610d3e7214f3b103ba3bd9b9d2d34c
1862	2015117	2015-10-06	11	4	26	12	32	18	12	4,11,12,18,26,32	c0799040004621ec5394489fd4000eda	56714253a95cdb4837e29880041447f9
1863	2015118	2015-10-08	21	1	23	31	11	4	12	1,4,11,21,23,31	2d4c7f264f87b4e9bcdded23e073da09	cf43604494211438956d9e52100ea8a3
1864	2015119	2015-10-11	31	23	18	2	10	8	8	2,8,10,18,23,31	bdac699016ba8c19c292c51d9b2d9e3d	263335244dced8803eab08fac6395c22
1865	2015120	2015-10-13	21	24	29	16	27	26	16	16,21,24,26,27,29	315e22e1be5dd59ec59a3555b3dd23e3	671d0b1fd1163708382dd259545a1820
1866	2015121	2015-10-15	3	21	20	1	29	28	12	1,3,20,21,28,29	39cd36565bf5993ebe4ff309a1518810	b3a6db355cb11582e5a3717ab86a6923
1867	2015122	2015-10-18	22	5	16	25	11	7	7	5,7,11,16,22,25	6942eb17001d9df0e409de8cc8290a7d	ea1f5228e8506e7c927d786e13e1fd01
1868	2015123	2015-10-20	22	5	28	9	12	8	7	5,8,9,12,22,28	75bf4e185e90b9f9d7ac8e89c09d7247	ed03952bf0c38ca7053fa0ecc2b0a57a
1869	2015124	2015-10-22	3	27	2	5	18	12	1	2,3,5,12,18,27	432b0ec9efb0e4f301a78a279dd09a0c	669726f4a2d580fffb1ed44c89ac84cc
1870	2015125	2015-10-25	27	30	13	33	22	5	10	5,13,22,27,30,33	a67c31bc0089cd725221c07f6328980c	79118c6748aec1034692df1593c5ea56
1871	2015126	2015-10-27	23	10	29	15	20	11	12	10,11,15,20,23,29	49f053e447b8f1769d621172cf4c1ae0	84eac1d0a2fb9e21b014ad5edfc6bf71
1872	2015127	2015-10-29	22	7	19	27	33	10	6	7,10,19,22,27,33	372395f15d8adbfa44285c7fbb905b22	d150aaa975b2013b0c31322e8fc0900d
1873	2015128	2015-11-01	8	11	22	1	28	3	6	1,3,8,11,22,28	4760e5440a73110533163676e663f9d1	c229bdfdbe9ff00fb2a19cbbee1529b3
1874	2015129	2015-11-03	5	8	16	27	11	18	4	5,8,11,16,18,27	b5c3d8851e1922747357a64ee800c5f9	fe01b17e0c1ab19a9340a4c85f6b3ad6
1875	2015130	2015-11-05	15	17	6	22	14	16	10	6,14,15,16,17,22	406afb9dd2a2914928c3fd076d903950	071541f8acc4567eb9c0753b63eba6b9
1876	2015131	2015-11-08	10	22	13	26	19	12	3	10,12,13,19,22,26	087946388099524f905a32593bd78019	20a91a20c1194fcf3e903398ffc37f8a
1877	2015132	2015-11-10	3	28	11	5	30	33	1	3,5,11,28,30,33	3eda37ae5bdd360125ed50c9b1b29f85	921fd23ebe336e8f276ec71183b4d5c4
1878	2015133	2015-11-12	24	3	2	20	22	13	15	2,3,13,20,22,24	e1f934445dd45558ecfa87d232f45203	9db1b3b7415d9e531aaf8c97b2515c90
1879	2015134	2015-11-15	14	19	27	5	31	2	4	2,5,14,19,27,31	6f228119c474d642eb2b8b7094e6d4e0	ea4935592259303398deedb16d60bd40
1880	2015135	2015-11-17	14	18	1	26	32	12	7	1,12,14,18,26,32	3a26ad2e8efbb07d1b069b9353fffb1c	1a3ebb1312c6d38a4f29fd675b2f7394
1881	2015136	2015-11-19	5	28	12	2	29	23	1	2,5,12,23,28,29	18cb3b7fa893d56f9f88d13f5d56d053	2d00f4c66e8a03781b2c34e4d6f8b97c
1882	2015137	2015-11-22	27	31	28	14	22	23	12	14,22,23,27,28,31	001b50adcda41668e06e6c9c8b845281	8002c249d72ed5bb4f3b7c8e139f8b80
1883	2015138	2015-11-24	8	1	24	16	19	2	11	1,2,8,16,19,24	4abd093da18a463568361f0f1d445fd0	0b97507de399c789e6be0823d956b582
1884	2015139	2015-11-26	13	18	25	1	10	27	9	1,10,13,18,25,27	dd182bc716a036f409ccf60b4f009f43	bc527aa70a7482acafa987e261ca5513
1885	2015140	2015-11-29	28	30	29	20	6	31	12	6,20,28,29,30,31	460daa55a1374e6f7493e34396cb50c8	8044934d27640c96a1dde73d7fd15cb4
1886	2015141	2015-12-01	28	25	3	8	19	27	2	3,8,19,25,27,28	8bf65cb6b15af35b6c3d180915f666aa	7060f988f17d85bf2c884ff4df85fcd0
1887	2015142	2015-12-03	22	13	17	20	19	25	11	13,17,19,20,22,25	1965744c12c8306d7c017d158b785cad	899276cfd88aa4cca1453cc1834e3202
1888	2015143	2015-12-06	20	15	19	13	21	32	4	13,15,19,20,21,32	5450c1ab80b9b0c93af6b031dc90485f	a12ed63be75eba66f1197db6b1c4a68b
1889	2015144	2015-12-08	7	32	15	4	28	1	16	1,4,7,15,28,32	e73c25de3a537e13ef2d541f76a39ae6	9cb17f4703b8e4aa5fc54177b455b1f1
1890	2015145	2015-12-10	8	7	19	24	15	20	13	7,8,15,19,20,24	7cdec3dad8f6c6cb1b48a031c0b406a0	cb42a500cc055e2b149171f86c043235
1891	2015146	2015-12-13	17	28	16	30	32	21	15	16,17,21,28,30,32	c62ade017fb23d833ba891f66510b40e	1b4e638f8660b47bb9d403811b1216c8
1892	2015147	2015-12-15	23	30	8	9	16	24	5	8,9,16,23,24,30	f8f69bcf57d78dce5f89a75253bd1a47	34e5b6f36f416cb45d425887fb90cb77
1893	2015148	2015-12-17	14	9	27	26	13	22	7	9,13,14,22,26,27	5cee5d01ee4cfecdacb4eea6f648eb61	a3d178e8b07f84e607d2b2f10fd77440
1894	2015149	2015-12-20	9	21	33	10	22	20	9	9,10,20,21,22,33	af05824a1c5fe9d91e3b5061a49747a1	aed2d2d36e8c8c9b75ca77d92c9a7cff
1895	2015150	2015-12-22	8	1	3	31	11	29	13	1,3,8,11,29,31	bbe773e73db51d7d2cc48e303e2bf205	ffbeded323f34feffd178ca8d3ccbf22
1896	2015151	2015-12-24	32	5	6	31	23	8	11	5,6,8,23,31,32	09cf1177769e183c50d16a4279a6ee63	892961197484b8d0de0d9ae18de8dbf7
1897	2015152	2015-12-27	18	32	11	19	21	29	12	11,18,19,21,29,32	e15f9290f5fe46f95e66bd06aaba2732	a7ec5ffc5dd0a0ad51721ad407f2743f
1898	2015153	2015-12-29	11	15	27	8	29	22	3	8,11,15,22,27,29	246982281b0218a30fa8a3c6aaaa26b9	fcda6fff362405f555616b850b08b4ff
1899	2015154	2015-12-31	25	11	18	7	15	9	7	7,9,11,15,18,25	945358facaa14294139bc1ed222b2fc7	24d02420aa96e1139baad2c1db3a4115
1900	2016001	2016-01-03	18	22	20	16	13	6	13	6,13,16,18,20,22	dde5a5d685be64a11494cf72950ec52b	1bd40dd8caa0b4c9a3091a5054c3f4fc
1901	2016002	2016-01-05	9	14	30	17	24	20	16	9,14,17,20,24,30	8272015609e75193bbea6c29fa0ec1fb	9433eef6b0d71e73fd1aa5b2d41782a8
1902	2016003	2016-01-07	10	14	26	28	23	1	1	1,10,14,23,26,28	db89f0e2236fb1b588a6d5a8a0322c2f	8a8e215a3d47e8634f93fc04bad95d00
1903	2016004	2016-01-10	8	22	10	17	25	33	12	8,10,17,22,25,33	963564b2ae3a0d8ab26fbd87e1471d89	5d34109f415a3c8eb7d81b02c9866068
1904	2016005	2016-01-12	20	31	11	14	18	33	14	11,14,18,20,31,33	6545285b34abb982453c3dc0dbe94791	22909d825bbe1565aa92cbe09826712e
1905	2016006	2016-01-14	31	16	28	18	20	13	12	13,16,18,20,28,31	5ab5d5d6bd990a0b78303ea5065280d3	fc6c524defe361484f94d0eb1f536642
1906	2016007	2016-01-17	12	20	14	27	29	5	6	5,12,14,20,27,29	603530291faee2744da6a72ee381b1c7	19c8a9c45e9f05170c3eb6df15e7cd4e
1907	2016008	2016-01-19	29	33	15	2	32	24	2	2,15,24,29,32,33	d018a796aca8bc817cb1f2a19e264917	e51c7a948a6bd5c5abd72122dbf85c62
1908	2016009	2016-01-21	27	14	24	25	32	10	4	10,14,24,25,27,32	897c0795ff82cc4e75d3f381c5d5f79c	7576af6682ac1efb875a1631d583ab1b
1909	2016010	2016-01-24	12	14	2	4	25	19	6	2,4,12,14,19,25	6acbc4e9dd27bd880f543c51dcfeee52	40764fd2d39b55a5b84b6f66a4c03fb4
1910	2016011	2016-01-26	22	29	10	3	8	15	12	3,8,10,15,22,29	c093016e7e824539f3d436ca4db9e92c	96e715f15054c1936eb3c0173be55509
1911	2016012	2016-01-28	32	12	16	7	14	27	15	7,12,14,16,27,32	71fcb7a7b9884e5bc1061945eec4a653	21633217e6c357f8065015071c7094e0
1912	2016013	2016-01-31	21	22	31	7	26	12	1	7,12,21,22,26,31	37c552cc9d8389b74824ecdd9ea8f3e7	4d9b9dd72134749ea5ab5e1cd519c8c4
1913	2016014	2016-02-02	2	10	27	20	8	18	7	2,8,10,18,20,27	f3a4b25f023a6dd08b19b32d88eb6f42	0390acdf46bbe3f0ff142527938749c0
1914	2016015	2016-02-04	26	22	25	14	1	2	7	1,2,14,22,25,26	a4018c4990797db3b3596b1947cabf2f	72fae47eb61b995566895eb70bc5d525
1915	2016016	2016-02-14	22	20	1	25	26	24	16	1,20,22,24,25,26	69c853376954fc93a444455dcea622cd	90e6188724f166003d8a14f05711c063
1916	2016017	2016-02-16	20	8	30	5	22	6	5	5,6,8,20,22,30	827aa6b5202fbfc532ab95e0b4364329	ae14ef3682766cde2a364745131fc699
1917	2016018	2016-02-18	14	17	13	21	25	12	4	12,13,14,17,21,25	3709e3abbdb8662484c09e4e721198f7	ae33dbd18de108d6287f3b540220f7c4
1918	2016019	2016-02-21	6	17	13	16	30	23	10	6,13,16,17,23,30	0b5471a61b3306505a92528ca7cbe315	67719cd855628e5e9b309c58141991b1
1919	2016020	2016-02-23	1	12	22	10	2	24	10	1,2,10,12,22,24	a7b1957d8b5244bd77493b7f5338e669	04b675963184b996b6287edaf6e8d4f1
1920	2016021	2016-02-25	13	11	22	26	24	9	5	9,11,13,22,24,26	28964f5794b17b7b943b340f07d2644a	e6596bf5a28c3c85e95501fd74fea88b
1921	2016022	2016-02-28	23	22	30	19	4	9	7	4,9,19,22,23,30	a2bc2c8276657fe73de7b4faddc22e7f	8933efc09ae85c9ccf6a1a221a9f2ee2
1922	2016023	2016-03-01	3	29	25	6	10	19	7	3,6,10,19,25,29	e927d370b78a45d28c47b436af144033	2ae8448a28ae9c40b2c53d2a5677b162
1923	2016024	2016-03-03	2	5	7	31	14	18	13	2,5,7,14,18,31	565fba364e8b336b4678cf50a7264e85	a00602130e0ec6e11deb32b72925a466
1924	2016025	2016-03-06	11	4	30	12	24	17	12	4,11,12,17,24,30	3e33283c86a6cd140765b6d92d61dc3e	76c1f78def182d0aca2110023ed03de9
1925	2016026	2016-03-08	30	9	12	4	28	33	1	4,9,12,28,30,33	5a21415aac61597bc4f14913efb3994c	7761e2e37921c7be862303bf3c54bda4
1926	2016027	2016-03-10	11	15	13	17	19	31	5	11,13,15,17,19,31	dac4f545d9e8509223822b4869ad7a26	d5f22d5b797a0d10c717dd3942775e66
1927	2016028	2016-03-13	25	29	21	12	6	8	1	6,8,12,21,25,29	efef2f36d93edef0860f93d1ba45c238	f6b0f83d073da3b4c8aa754ec1fca093
1928	2016029	2016-03-15	18	20	21	27	12	15	15	12,15,18,20,21,27	5033973ef152575a5d86299877340893	fb507cb0b7aef3b55d3683468b1bb4bc
1929	2016030	2016-03-17	22	14	19	25	10	29	12	10,14,19,22,25,29	866ea157032b0b42686fed149a196403	986daaa02b4c75b1e8f309840634cfe7
1930	2016031	2016-03-20	3	10	19	8	33	26	3	3,8,10,19,26,33	6284b9687378442d66a230eb2db15fa9	e4de4be96d2d28470941e6a9935e1d10
1931	2016032	2016-03-22	14	15	8	27	21	12	15	8,12,14,15,21,27	04325707df13a897f3a87076bbd1c52c	a453b2b7c1e0be6ac0b542977f196403
1932	2016033	2016-03-24	6	17	20	18	29	27	15	6,17,18,20,27,29	ebbd8af10327c0f32b23b4142f4d1c5e	3627c428e08aa278f4f0e4f18e4fb554
1933	2016034	2016-03-27	15	28	21	22	3	23	15	3,15,21,22,23,28	fdf0609dc5d4bc5c625e684671ab60f3	d6a4c085108be1d6a17284caa70fbd9f
1934	2016035	2016-03-29	19	29	13	4	26	20	11	4,13,19,20,26,29	3ae62b712f82b2ea0f6b86faa0ba563a	1645782c998f098fdc879acfb57a7761
1935	2016036	2016-03-31	20	22	4	7	3	9	3	3,4,7,9,20,22	dc4f87a4b6cdde2e9a667155b25d46e9	18aaa978d431318950f6df22039e659e
1936	2016037	2016-04-03	31	33	32	6	15	26	16	6,15,26,31,32,33	bfda7678a5299e0ae30b96c02c07b092	a784ffd3640b9b03c7e2d8e0b0fc9328
1937	2016038	2016-04-05	12	22	13	29	3	28	3	3,12,13,22,28,29	405e90795a9dd01810ebea9561d2f8d4	26576fa5af6dc83c5a23152a465541ca
1938	2016039	2016-04-07	7	1	19	18	27	3	16	1,3,7,18,19,27	2f9f31b205e7e5733ab7f941f9ec3fa1	a61439b949d573387d11338b6e9370b9
1939	2016040	2016-04-10	23	19	20	3	13	26	3	3,13,19,20,23,26	d905db8d4d371c4080f6f3387fab11bb	6846d2df04856d6fe9570a945bd245f9
1940	2016041	2016-04-12	18	21	12	22	24	17	4	12,17,18,21,22,24	7dc28f2bf8f9be6b2820dce080656266	ae145b5c89a815cd05a06d3598c80889
1941	2016042	2016-04-14	17	31	7	23	26	14	9	7,14,17,23,26,31	b8d6988a279d55a10281fad4bac8f252	8a2ead9a7fb053fd9f7877d3006cb6c0
1942	2016043	2016-04-17	30	26	20	33	5	14	12	5,14,20,26,30,33	985af472037d965ceac569fbaddd61e0	8a1da260d982d6127df7c6936bb07c50
1943	2016044	2016-04-19	10	30	3	12	18	1	1	1,3,10,12,18,30	30444ca269b9ada461a4ca4453116b4b	712fb7002247ad5ba6c21f6ec53c8c62
1944	2016045	2016-04-21	4	32	17	9	30	12	3	4,9,12,17,30,32	fcd70a7525b24b7738423021870765f6	e1e37bc63686d01d348dfe2fb29dc6f9
1945	2016046	2016-04-24	30	25	20	26	7	27	14	7,20,25,26,27,30	390c2b83c243231b4f8f951bb7c445aa	77dffc003a5123685560b6970d8fd06b
1946	2016047	2016-04-26	5	8	22	2	17	15	16	2,5,8,15,17,22	e0b0a57dd5d75df7c8531d8bb49993c2	47570e0532c02e787e63e0c0cb5a595b
1947	2016048	2016-04-28	15	8	13	14	3	30	4	3,8,13,14,15,30	06f88c79c3049f0cecb63587c757677a	0183c51f10609e92f2eceb6fda8308ae
1948	2016049	2016-05-01	8	13	6	14	22	27	10	6,8,13,14,22,27	a18dbbdc92eb0c7efbe56508d796e629	fc9c728d19f027f5347109f1a48c8a25
1949	2016050	2016-05-03	28	29	9	24	12	30	2	9,12,24,28,29,30	f71c9cac2d02f8198716106b53214ece	871fc86325cd630f79af5ac63edcc31a
1950	2016051	2016-05-05	33	9	15	1	4	2	12	1,2,4,9,15,33	75e923af155f6848a7e0cf37a95b7c0f	25257503f1b6123c0e5ca818b2e1f84d
1951	2016052	2016-05-08	13	28	19	1	24	6	16	1,6,13,19,24,28	e5c7ed28ef36c8f6e35908b7fc24839f	cbf376e9489140e49a2a97e6e160a8ba
1952	2016053	2016-05-10	8	31	29	10	12	2	1	2,8,10,12,29,31	a28a50e2c66fae052f06e243a4fb2035	8b9ebe05bbb77106a164ae42d9ff636b
1953	2016054	2016-05-12	16	11	28	19	32	6	4	6,11,16,19,28,32	2d7200a2a03ff3ccc119ce0f08415bcb	84b9054ab25b0ec70f627880dbc7941c
1954	2016055	2016-05-15	16	10	22	26	5	6	11	5,6,10,16,22,26	8d5e94e5c9565d9802c01d589cdbb279	b7e1373ea8b304893d224f735e1e01e4
1955	2016056	2016-05-17	18	11	3	16	4	8	14	3,4,8,11,16,18	9f970f52c49cfca0566bd2663a49be09	2212dba233ec837ee35ac78a6d58a07b
1956	2016057	2016-05-19	26	19	23	22	12	7	11	7,12,19,22,23,26	1116dee86e36264a2fb36f68371ca9c7	e58f1ca175700fa4b5c0017654108bd4
1957	2016058	2016-05-22	18	3	5	20	24	32	11	3,5,18,20,24,32	6db835dc57d9c55f05841410c6bbbf08	6fc2b1b37378499cbbeb0cdf5b187586
1958	2016059	2016-05-24	28	4	25	20	11	12	15	4,11,12,20,25,28	2da9da0f9e6442e184a56802c6bebb89	ba279ab041bdd2e69e4116f3e15394ec
1959	2016060	2016-05-26	5	22	29	4	26	32	8	4,5,22,26,29,32	2a191b2b8e9d77cfc6d07800745e158a	f5ce17be5dc640a323a456fde3103226
1960	2016061	2016-05-29	5	20	6	32	18	8	8	5,6,8,18,20,32	8f1a8b365198719bd1422a83d443acea	70e5c5366edb29288c37895be3113446
1961	2016062	2016-05-31	19	21	12	18	13	15	9	12,13,15,18,19,21	54f27f79048e2769982afb75f42b1fcc	4f3307de73bd9681e01980d22e3a8a10
1962	2016063	2016-06-02	28	18	17	23	32	16	7	16,17,18,23,28,32	f95bafcda2faf2770ccfeba8cfb51735	85ab7c4a303dbaecd662d36e6be113e0
1963	2016064	2016-06-05	26	12	19	17	3	14	3	3,12,14,17,19,26	6ee6491075f87b0913c25c4bc5b32f91	878ae6a9e53d38b005c50d6c57d8eab3
1964	2016065	2016-06-07	13	26	16	27	22	25	14	13,16,22,25,26,27	b8f99f96206cd78bda7533a34526050d	9fa174387c009a666f85745e09348e42
1965	2016066	2016-06-09	13	7	20	3	18	19	5	3,7,13,18,19,20	cf6c2063d14cf73fea109cc484c026f9	9fb27decbd445465769d81bb0e7cd8e5
1966	2016067	2016-06-12	9	18	31	13	27	20	4	9,13,18,20,27,31	dbc14491ef6c85f07343b41b364e84f3	149779a766c5ccc049f3230c8fe52c7e
1967	2016068	2016-06-14	28	19	8	23	31	32	1	8,19,23,28,31,32	4e6aede3a5af72f738e0eaa70c2d1719	7deacec18bb5083ba7e34c92c020fe5c
1968	2016069	2016-06-16	11	21	27	20	10	8	11	8,10,11,20,21,27	ab5f4faf3d1c79ffdfbddb23205e4343	014dedd5cc752321c2cf9a8272ae6664
1969	2016070	2016-06-19	6	3	11	29	23	18	1	3,6,11,18,23,29	27d71a3eebf488d74c03140442bdd2e7	8c32ca604ae3daa6c370fd3179ec4d62
1970	2016071	2016-06-21	29	28	21	26	19	32	1	19,21,26,28,29,32	7e4b512262daab636842c5c100e40deb	04eb6904ebc42fb35a4f62daca1898e7
1971	2016072	2016-06-23	25	19	5	16	24	22	2	5,16,19,22,24,25	4574956ea75a19aa169f46832bd31685	f4034a70b6000440e676c9cca7ff6d2e
1972	2016073	2016-06-26	12	11	16	9	15	20	13	9,11,12,15,16,20	d7b06d7e5099b98d466262cdc700f6dc	ade6db27630e7323f0a02dcb5eb19f40
1973	2016074	2016-06-28	11	10	12	6	20	25	12	6,10,11,12,20,25	49d6ab7a75d1478d03684592a4d86bf1	3c7bcb8367ac3eb776b6377cd3d527e7
1974	2016075	2016-06-30	29	6	16	1	3	32	7	1,3,6,16,29,32	7af299d0c40867d6b8fe5be8b99fa4fb	0a7981150ea27b4cd0f54aa02a83ced7
1975	2016076	2016-07-03	8	22	30	32	13	7	1	7,8,13,22,30,32	d577acd9ee707920f1342efc77a1a933	2cab77309cedc012fff908bb8124f8ff
1976	2016077	2016-07-05	29	19	17	9	20	1	10	1,9,17,19,20,29	16d0793d07a0576b29cb1e39d8f4da7c	2cf5dadc43b1eb95de8aa08a35f0588c
1977	2016078	2016-07-07	4	2	29	23	26	8	2	2,4,8,23,26,29	6448f4ea9b88b0efcd9c99b4dce4620c	455857cb25b684ce1441dbfb82c1f1c8
1978	2016079	2016-07-10	10	12	24	28	1	3	2	1,3,10,12,24,28	6d7dd4deab5ffe52bb9e9e1d867fed6e	f610464184f1377d5f1a8bf7d22d4884
1979	2016080	2016-07-12	17	24	25	16	32	1	14	1,16,17,24,25,32	449e84e5b9faf6bd13b5df4416ba373d	2ec27d7f096db221bcff1fb96bb16ee9
1980	2016081	2016-07-14	15	2	30	25	32	6	7	2,6,15,25,30,32	e8eeb4cf560b0a1698683fa001adabec	882497b65d5ebeec56b2f0fa5d36ca49
1981	2016082	2016-07-17	20	15	12	17	6	14	9	6,12,14,15,17,20	d6421707d307ba1da0253dfa492ca445	1c5d6922b2cad9b0b020c736a3375d43
1982	2016083	2016-07-19	30	9	17	31	16	24	4	9,16,17,24,30,31	08c07456b76b113d007d36c7760ae67c	116fdd6aef7d976032e97ad6c3171261
1983	2016084	2016-07-21	24	2	18	12	4	26	5	2,4,12,18,24,26	60d228fda6222c015d4627fe1f61f86e	30c1bf1018c79748db1d2af240f9571e
1984	2016085	2016-07-24	25	12	19	20	21	1	16	1,12,19,20,21,25	7ecd1318b778356af57c7c6582f0fc68	654b2c8a81c06cc051d0e80260f9ed0f
1985	2016086	2016-07-26	12	10	32	11	15	9	5	9,10,11,12,15,32	da4cd756e36ee08a32863dcaa0491d87	64c1273071342b734840afb42a6c4e42
1986	2016087	2016-07-28	14	11	10	3	2	21	12	2,3,10,11,14,21	89bc52347cca5d65e9f147a701272b04	51e3bada9016efc31b67ca3478b1a200
1987	2016088	2016-07-31	14	33	25	3	16	18	15	3,14,16,18,25,33	1d5f8fc4d909d553ebd8a0c169120513	b5a3c7607360eb64a35c388f429b2f42
1988	2016089	2016-08-02	31	1	14	30	32	3	8	1,3,14,30,31,32	b14ae33ae853c935c043f7f744aafc06	fde914541b543424209ed55dffd51243
1989	2016090	2016-08-04	26	2	21	20	13	17	7	2,13,17,20,21,26	b50eea3aea6f2f5fe93b7820de4f0f45	e0100109d4adbba8c750b4df5421d83a
1990	2016091	2016-08-07	22	14	4	23	28	8	7	4,8,14,22,23,28	8d854dfd4db44564e867db41392ce995	1bf756a5f04636368e67a69b15388090
1991	2016092	2016-08-09	2	23	13	24	29	15	6	2,13,15,23,24,29	c033f969e4b92ada1cf1218fbac7bc89	11d8872f92a33d2776db32a474017f3d
1992	2016093	2016-08-11	6	25	17	9	27	15	9	6,9,15,17,25,27	7fe652839ae2c7c2f71663dd36e8481a	299f2863d02bc6eea8eb1ab7802e0ca1
1993	2016094	2016-08-14	7	6	31	18	10	12	10	6,7,10,12,18,31	cd9578d326ddece81f2d0168f694344f	9a5cebd41c775b5c871455d9773c70b4
1994	2016095	2016-08-16	12	1	9	18	5	32	12	1,5,9,12,18,32	f98f88e38bd4daa3c99117ed7001d3be	102ccfe09fe1dfbdec561a1aedada3d8
1995	2016096	2016-08-18	6	14	21	22	24	13	16	6,13,14,21,22,24	17812645ca59e84df03641ebc386be2c	028026b8f99a6ff89fc4d2091cb3d3b2
1996	2016097	2016-08-21	28	13	25	26	31	6	1	6,13,25,26,28,31	93be3dbc6d6087b1bf47f7f5d7718334	3b77703ae87f214ab15c8a0d206efda4
