id	qihao	riqi	shunxu1	shunxu2	shunxu3	shunxu4	shunxu5	shunxu6	lan	hsorts	hmd5	amd5
168	204079	2004-09-21	13	30	7	14	19	17	3	7,13,14,17,19,30	e96396d7bfbc2ee091b87fafaf161a6a	ad784049df35d4529acde47c9cc8e739
169	204080	2004-09-23	20	26	24	3	23	8	16	3,8,20,23,24,26	5d625f3464db1c6b419af82b63d74a83	7a7a08cc6d129e423c341136c0080d6f
170	204081	2004-09-26	3	24	5	32	21	27	6	3,5,21,24,27,32	57c198ba3a364cfc8ee8641d757648ab	d6adb9b9a0fe715a1dfc15bd26290ae3
171	204082	2004-09-28	24	20	29	3	30	27	15	3,20,24,27,29,30	d099af18a699e07524d9f5de41465e2b	3d292363320923356e6af348e2892791
172	204083	2004-09-30	16	33	28	14	30	27	6	14,16,27,28,30,33	6461d699b138e0246179d2e17d529b2c	a047e152dd18f7ac55e34149dc37d90d
173	204084	2004-10-03	21	8	4	25	1	11	14	1,4,8,11,21,25	9badf42a9047a4d33412aae5f619fac5	705287132c3704a165708080508df122
174	204085	2004-10-05	29	11	8	32	3	30	1	3,8,11,29,30,32	7b8eaf5b3e06e78093a07317197d86ab	d539a48ae79cf78ba7a18f4347cef0f6
175	204086	2004-10-07	19	10	27	25	13	18	1	10,13,18,19,25,27	851277c036c289cc173359b5885927e6	92b180762f4a33cc9f2c6bbb066e0439
176	204087	2004-10-10	26	8	25	3	1	7	14	1,3,7,8,25,26	0a50e4253d65da607541473049f0b80f	9e73be15d9e445579be643ad314256d8
177	204088	2004-10-12	19	10	22	2	24	32	14	2,10,19,22,24,32	0d8781fae3913b6d51fbdd928973c264	e066205568230202522a713e0bf71fff
178	204089	2004-10-14	14	25	17	28	30	20	14	14,17,20,25,28,30	727d7f94fd28ae9b914835043bb9facc	d1f6239cf7943fe5d3f465fa2342a75d
179	204090	2004-10-17	1	24	20	32	18	33	12	1,18,20,24,32,33	d0bded8183eee6701d6ec7038faf7344	87c4915f2eebcb78c79363638ddfcbd2
180	204091	2004-10-19	33	13	14	30	21	9	1	9,13,14,21,30,33	e9464478a3fdea4053205ddd09c7a4fc	feff96bf177d45c34cba31e5739f6d4d
181	204092	2004-10-21	28	8	1	31	13	4	2	1,4,8,13,28,31	bb34cb32fe65580b0ca19101a0db747c	ceb064d8c83f61d2e760398c52fa168c
182	204093	2004-10-24	11	33	32	14	27	20	5	11,14,20,27,32,33	90a3b5fed38cf8e58407a83a57231f1c	e4781f5fd13eb3c55dcf6782b649ac33
183	204094	2004-10-26	9	5	10	24	25	13	8	5,9,10,13,24,25	1a3c7a1a78e1c2ed0d666c78f2c97290	d6eafa989df29ea897f420a22d2e9589
184	204095	2004-10-28	22	19	28	32	30	27	1	19,22,27,28,30,32	604e790d4865f337484dfa3760d19a16	839f7ae1623eb36ff8d9f1f9eaddad38
185	204096	2004-10-31	16	30	4	12	1	20	15	1,4,12,16,20,30	469d5c2e9ed41792b97b91f4dc253b4a	b6fd23ffcfd58b20157fc03486d8b900
186	204097	2004-11-02	26	31	10	29	20	19	14	10,19,20,26,29,31	40735f437f695efa6e75db3b509a20a7	5b0f8e79f44e888df09d848396a19a85
187	204098	2004-11-04	13	12	26	25	3	31	3	3,12,13,25,26,31	adb25340c2cca6dfcd0c6dab08e0dc58	700bcff2696b6b27ad5aa4a87a83fcad
188	204099	2004-11-07	10	22	5	33	26	21	2	5,10,21,22,26,33	e2c9f5504d0adfa4e4fd9f4e7ea739a2	9c947d46e36dcbf8083f3b22c689e1cf
189	204100	2004-11-09	8	14	33	6	9	24	15	6,8,9,14,24,33	c95660da676faef7e4e069bb281ff9c2	51c23a66c423d2c44ff6730d886d508e
190	204101	2004-11-11	26	2	25	9	14	19	15	2,9,14,19,25,26	4bb9324106111fbf7041cf060604a062	a4035512d0c70345f05995d06e9f7968
191	204102	2004-11-14	32	12	9	28	3	15	1	3,9,12,15,28,32	4111326aa108513dba152528c7579194	b563a53f94b072c8047504739e0bc729
192	204103	2004-11-16	5	2	9	21	16	3	2	2,3,5,9,16,21	6bba659199d60ec751e81897321e4163	98c9f0bebd37757cc32ad2b516ad95dd
193	204104	2004-11-18	17	18	11	29	24	7	5	7,11,17,18,24,29	9f2dd1a983a93e39a30303ad792ce8e7	3d47c6591191ce9870960aed14e2ef30
194	204105	2004-11-21	9	21	7	23	10	30	12	7,9,10,21,23,30	6ed6d736017a644747b5d100d6359d02	0aee781ebf6f09cec45cd77315e8e7f5
195	204106	2004-11-23	26	23	15	29	28	10	12	10,15,23,26,28,29	884367726db57382c623352f603bc41c	e6a32a0a77f669023dfe944433d284a3
196	204107	2004-11-25	20	18	1	8	13	12	7	1,8,12,13,18,20	bee67fba81294ce8089a3ebae9897da4	add4310d8a02255f6287cca854998f29
197	204108	2004-11-28	27	14	28	31	8	13	12	8,13,14,27,28,31	7e2a968b3e1870698fba72a55919a1ad	f663e6f26f9322a7ad565cfa7b3713b9
198	204109	2004-11-30	17	8	10	6	31	30	14	6,8,10,17,30,31	3706d5b07d8404ab04ab2aff74d9d27b	36c54a2a97e67a2786c91ecfd7991b05
199	204110	2004-12-02	19	14	20	21	31	22	11	14,19,20,21,22,31	80591636da9eb4c361a8df0e8be8a9ac	1a0656970eb71ca85a3c40cd0d5b5da5
200	204111	2004-12-05	31	26	18	20	16	11	2	11,16,18,20,26,31	cecd756e0d1dff7bce15a4b0c341b3b1	ca022b36c094c735d55daaff08a65d94
201	204112	2004-12-07	21	15	9	13	33	26	6	9,13,15,21,26,33	f3ee4098f6e376aa69516e5b207a4892	f6bd2ab82cb64bc40e9896acbf88e84e
202	204113	2004-12-10	8	32	10	25	31	23	7	8,10,23,25,31,32	e0c8b102ad200bf5905bc61a55b55fbd	7d7dca17e4b59a5634f08cd39a04ec13
203	204114	2004-12-13	9	6	22	1	17	21	1	1,6,9,17,21,22	bf5dd52241f558a889aebe46d37f882e	90516cd1b0c3bb7c2d3678f05dc6a847
204	204115	2004-12-14	20	33	16	30	2	31	1	2,16,20,30,31,33	b694ded7f3f61c3fcebd3398bd43a1ed	3235b17bc5e0207f9d1d2b282e7d2f2a
205	204116	2004-12-16	14	33	3	1	5	8	3	1,3,5,8,14,33	b449ab0bc573832b95b21d8a77290a20	6416abd4c0470d53eea0199c8b8d39cd
206	204117	2004-12-19	25	3	14	24	7	1	7	1,3,7,14,24,25	404ceea6bf9d9288e059a239dd7eabb6	04531a630a599a6e2d609487cf0b7706
207	204118	2004-12-21	12	7	30	3	4	31	15	3,4,7,12,30,31	690a86028ac66361fea7d236f62e0017	7e11464d169e81b909e57a3ab78f602a
208	204119	2004-12-23	20	25	6	18	9	33	6	6,9,18,20,25,33	a6596028766bd599a7115037c790ba8c	6d535e92aa49aa727347a84e3e56970b
209	204120	2004-12-26	7	27	8	21	32	18	10	7,8,18,21,27,32	b74c79e23824a9a503088bb3c74f2ef7	4ee85d22c6f52477e205cb09c81c8145
210	204121	2004-12-28	32	30	18	7	13	16	10	7,13,16,18,30,32	dc691339368517749cfbc7b7e391ec8e	97bad8b9080dcf9ccab7c85f9b6f4842
211	204122	2004-12-30	31	14	11	22	3	24	15	3,11,14,22,24,31	9391cb3e160e3d825f7c858166f32043	434020fb9c0ecf03e5f95aff8a39f739
212	205001	2005-01-02	8	27	28	23	1	7	14	1,7,8,23,27,28	0abf041c53593a6dbdb03ce5153db9d7	e11f2c82ff7ea6d567b215a95d0bcfd1
213	205002	2005-01-04	9	26	28	33	20	6	14	6,9,20,26,28,33	0904cbc19f2ca7ce03eb995d6d59af29	824bb75b70d9c966ffac55656cdf0901
214	205003	2005-01-06	22	12	19	31	15	9	16	9,12,15,19,22,31	1a2e2c146a74f6aadee5b15e336b2764	bd1d35cab2c17e7157322d561333e65e
215	205004	2005-01-09	8	9	1	22	23	4	3	1,4,8,9,22,23	f62f849fb670a8d4c7dbcd4e50738ed2	e057f6849ec1b2c3628fa3d1f5b50b2a
216	205005	2005-01-11	28	9	20	26	33	5	15	5,9,20,26,28,33	e80ccbb316c2747e72cb5b632ff6bc20	c198c69400e680305f2da152c8eabee7
217	205006	2005-01-13	31	5	2	21	4	15	16	2,4,5,15,21,31	2fde5c0f4e4997d1eb36f634450ced55	775fcbc42c6d05cfd238a177611260d7
218	205007	2005-01-16	33	7	20	17	15	23	15	7,15,17,20,23,33	bea5d88d1f6d6fb8e2587c36386a49b5	c6163fccdc19042650f70e4bac40a6d0
219	205008	2005-01-18	33	32	11	22	27	19	11	11,19,22,27,32,33	3709bd177a85b1571bc0fde448abe05a	9f0cf85cc26a6f633eaa166548b3cac1
220	205009	2005-01-20	31	2	29	22	17	27	14	2,17,22,27,29,31	7b0db490b3ec23b97d046758f3203cbb	809409b60d87bb80180b703379b41a9e
221	205010	2005-01-23	18	8	11	26	25	10	1	8,10,11,18,25,26	ca4f03aa9e78802411b868f6390c2e04	990993275398d799c756ef63eebb0ff9
222	205011	2005-01-25	9	13	15	30	11	22	15	9,11,13,15,22,30	5087d310130d2b59c5dc163f95e6a600	d3f0b99c340306a13406bc9146580d6e
223	205012	2005-01-27	6	2	22	16	31	3	5	2,3,6,16,22,31	e4e7cd8fb596fe0df0ea046b41a8c554	9200ac42acbe14fd6ed64192a11c6129
224	205013	2005-01-30	20	7	24	19	8	16	6	7,8,16,19,20,24	e80aeec281cbee4691a46f48c9f670ad	b3ae9dc2ae04ef317ed41b79f30962da
225	205014	2005-02-01	32	21	19	30	13	23	5	13,19,21,23,30,32	9aff080083548621037b7bc9d660d655	6e12287e51e6f90de47fdb17fb20cce4
226	205015	2005-02-03	4	9	8	16	29	17	15	4,8,9,16,17,29	1de67cf2df34af374d394c1bba9b219b	bd17b86565590f81899ab9b0f6152f9f
227	205016	2005-02-06	12	1	30	6	16	5	15	1,5,6,12,16,30	d796d4b839b2d53a81110d1cf88e589d	5196fae3a49292577a9275f59aae43a0
228	205017	2005-02-16	25	10	31	27	2	6	3	2,6,10,25,27,31	d0a49d8ddc5924b4630883e6983707c7	32f84388b397931d85ba1e34bd03da76
229	205018	2005-02-17	23	25	22	1	6	3	6	1,3,6,22,23,25	cdd00612d7f76e50bd94057c66eccbab	f0f8c90ef350c5be95c21d6eb1ecc602
230	205019	2005-02-20	12	6	11	19	13	22	8	6,11,12,13,19,22	664252f33c233224c1b7dbb919d69dba	69976f7cee3324466af2d288663d4cf6
231	205020	2005-02-22	20	25	19	29	14	16	5	14,16,19,20,25,29	fa372c830bab490a6535aa1f0714c9f5	f22781e86b638e3407bcaef1a18c5fd5
232	205021	2005-02-24	31	24	26	30	6	2	16	2,6,24,26,30,31	bbd4933a85278323fa390cb05351aea5	3a23ac9a1313190b24b88ad2dbf8e273
233	205022	2005-02-27	10	32	8	33	12	21	4	8,10,12,21,32,33	add9c90561c9b1e67e1e46aae5d9687e	c540199cd12b43f6f59b3083da57540c
234	205023	2005-03-01	19	20	21	10	25	15	12	10,15,19,20,21,25	3534c12bd652b307d9d0f1adc822f949	cbdab8860bf971d9f960afd2d33d4fe2
235	205024	2005-03-03	9	27	14	5	31	32	13	5,9,14,27,31,32	aa0c1498379273f7782f9d858ec3a4a8	03b552500fece09f629d2a81029e55b7
236	205025	2005-03-06	32	7	13	10	11	1	7	1,7,10,11,13,32	6b147710ea8aca692038440257ecc760	c3048c8ff57e161d2041a47039211ff6
237	205026	2005-03-08	6	26	14	25	12	20	7	6,12,14,20,25,26	181b8c4e3dcd54f14a4b2de7a1b05cb4	f1cf90f014e9e78bca5deacf08564372
238	205027	2005-03-10	3	1	32	6	21	4	15	1,3,4,6,21,32	87dc5137fcb6f998c948d5d742eba3a5	147a96e3551be086c8845a0e9050b48c
239	205028	2005-03-13	9	26	25	32	22	4	10	4,9,22,25,26,32	22dccb14bc9b597a602641f3843eff68	d06c8b42119e606308f0a98fb8566472
240	205029	2005-03-15	2	14	21	22	30	27	14	2,14,21,22,27,30	7c9b5139adf130dd706b94176893e0d8	8b72d1007144a89b003b42d205eb95ca
241	205030	2005-03-17	9	22	28	14	5	1	5	1,5,9,14,22,28	e5ab521a053ed45b3ecc2eef5ae499dd	f46bd5bb6bc5d1e3e744ff999cf5977b
242	205031	2005-03-20	16	20	32	10	4	23	7	4,10,16,20,23,32	f0633624ff7c708909b49ab41b6dd8e1	227475e5f1658df3e9ed092932c933ae
243	205032	2005-03-22	19	20	15	25	5	29	3	5,15,19,20,25,29	b8def88976ad13702f31a6f64f5748c2	9660ce2e50697b3214228e5ee960f3f5
244	205033	2005-03-24	8	7	20	12	14	19	7	7,8,12,14,19,20	1ac44e0f3308548fda20225336249c2b	492904f5bcb6346489088ff9df9be74d
245	205034	2005-03-27	28	17	5	25	32	18	9	5,17,18,25,28,32	710c94154601b421bcbc4a58a4823101	15b547548acc898bee8701cd344741bf
246	205035	2005-03-29	21	28	29	30	16	12	14	12,16,21,28,29,30	c13c3c6ae624e9d3f6f7af580cead781	4aa9bdcb62b5364e1c3054c2c11e7645
247	205036	2005-03-31	26	19	31	21	12	20	15	12,19,20,21,26,31	8cf949270e78420542ab779e4e1a6a4e	18220950b6759a2c1ea7e712c8805155
248	205037	2005-04-03	32	7	14	24	22	12	16	7,12,14,22,24,32	ef84d418d47cb3d1ac39c407a4457e12	8eec3278f0dca6015832ceb09018891a
249	205038	2005-04-05	28	11	27	20	7	4	16	4,7,11,20,27,28	bfc7a4099322d4fe55e2acda7c6f9472	de457d5528d29e7bb4ecf8ab931dec33
250	205039	2005-04-07	16	21	2	19	29	18	9	2,16,18,19,21,29	5b3f5ad13b381ff44bb1ae25345c0711	c916b352ddf43e63edccbd1325caa459
251	205040	2005-04-10	30	21	24	32	12	1	13	1,12,21,24,30,32	4f8ad947b339aed2c87a3d5e805ff947	9cc0a1f989299cdbe26e73cc1135c628
252	205041	2005-04-12	16	23	11	29	24	2	3	2,11,16,23,24,29	3cc1f38a59ae25b8f7b00f87bb04385d	873e7039e573dd25d770197f1d263775
253	205042	2005-04-14	30	16	27	26	11	21	15	11,16,21,26,27,30	e4c6953dd7b7c2c37fa234d6121313f6	0e28903080a1af7e54c8c79d9c3a3f03
254	205043	2005-04-17	4	5	8	7	32	6	5	4,5,6,7,8,32	cc0cf814498abd3ad2a836c5ead621e6	715da578da95b748c43575ae7ebe24a1
255	205044	2005-04-19	18	22	6	17	16	1	9	1,6,16,17,18,22	a632345000aecb92668ecebd6b8d9916	68fcdbc7a094ca1623e2b34c518f1c0b
256	205045	2005-04-21	18	7	15	10	1	20	10	1,7,10,15,18,20	c20117b14d44f1a6660bd34bbf299fdb	964375b6dda60812fb51288a629401d5
257	205046	2005-04-24	16	9	22	18	24	20	5	9,16,18,20,22,24	ea1b70cee99557507862fe18365186ea	debcc97578a46bd4614f3b693df81a37
258	205047	2005-04-26	7	5	2	3	8	27	15	2,3,5,7,8,27	59e3e2e23b11ced9502524f821b3cdf2	6a78088173b4f34199a292d7eb6293d2
259	205048	2005-04-28	16	10	6	28	7	8	2	6,7,8,10,16,28	900417b049473ecb23db31606230b9db	f4687e747e2ea306eead9c51122792a3
260	205049	2005-05-01	2	3	8	27	10	25	12	2,3,8,10,25,27	f48d308bc01f30e8059b3069e322f4f1	4fd05b129916606f66e65a6363542621
261	205050	2005-05-03	2	26	32	9	20	12	13	2,9,12,20,26,32	8ec2f59b870c724f2cd2eaf01e44e161	88cffd06b664d1a1daf979815581344a
262	205051	2005-05-05	21	14	20	3	19	6	2	3,6,14,19,20,21	e77907c19b0fc01f0af05781f7d966a4	a1d68f26d9bd9e5723bf3aea8874d07a
263	205052	2005-05-08	1	14	17	32	2	30	1	1,2,14,17,30,32	2137b99d1fb3538750276cd9e38b9067	f0f5aa29910ca52d4c0698d213b49fe9
264	205053	2005-05-10	4	7	14	29	27	10	9	4,7,10,14,27,29	3da837e646c37ede091fb64fa66f2e1a	bc7135fa0df1adbe08295f96eacfb6a7
265	205054	2005-05-12	29	17	13	5	18	21	14	5,13,17,18,21,29	75b32d255730fe87c9442273645cef4a	333ce0d26848d7d1dfb0c6c235ff8176
266	205055	2005-05-15	30	5	32	22	20	33	9	5,20,22,30,32,33	38dee0b2406a104dfe83bb0f4b4fb143	54adb492d1a4dd953c362bdabb063466
267	205056	2005-05-17	19	31	27	17	12	29	9	12,17,19,27,29,31	68748266058afc62d2247a28caafa199	cdd50d2424c4014558654aaeb5351dd2
268	205057	2005-05-19	6	5	15	10	30	31	13	5,6,10,15,30,31	9905adca3e839323e3c61298744a8fba	f172f18906d78bb50be6171daa803259
269	205058	2005-05-22	6	21	26	10	25	4	10	4,6,10,21,25,26	be57237246be206c7ab647a944c005ed	00d82cec16adf7e85bf5308fd26080f1
270	205059	2005-05-24	24	7	11	18	14	29	7	7,11,14,18,24,29	20f00c1abcc7c5c08f0ac5ad41a725cc	bc7d9f311807526e3400930f4313bce0
271	205060	2005-05-26	33	25	9	21	12	31	13	9,12,21,25,31,33	9aa1adb2a0618b16029313c95de44154	805952cab14a812df2260a30311cbd29
272	205061	2005-05-29	9	24	23	14	21	5	1	5,9,14,21,23,24	85f39c1c941704c768c788c2128a2a64	a931135976e9620df2c556d3a3a735b1
273	205062	2005-05-31	2	11	23	12	7	20	7	2,7,11,12,20,23	c6feeacc84d9599f3cc49aacc795fccf	10cca729e5f6756a3ade1cc168866363
274	205063	2005-06-02	18	30	2	13	22	11	4	2,11,13,18,22,30	76c55807152bd64f5521871d850563db	e10a15b82eb325fe943127bd81c6f242
275	205064	2005-06-05	18	32	30	10	27	23	8	10,18,23,27,30,32	d3c1af8ed8b2b055b8f688db715c35aa	48884c3637f0f83b36d25083f7996c54
276	205065	2005-06-07	12	16	21	17	23	22	16	12,16,17,21,22,23	b68e5b418331400355e54bd9a6a37292	7c4bf16bc3d1598f7071972f3906389a
277	205066	2005-06-09	2	4	10	25	28	11	5	2,4,10,11,25,28	a8ab8730b74043c529369ef8068747cb	454255905a9c4ae36ae020904e63acca
278	205067	2005-06-12	16	26	21	3	20	12	16	3,12,16,20,21,26	f672371ffd9bc71d41eac07ce3902c7e	0220530bae39ea409408a27ec6aaa856
279	205068	2005-06-14	33	1	25	8	13	10	13	1,8,10,13,25,33	0dd3e50daff9e3b544a89d30d963ea86	1c6a95feabc3e5342548a8c8c0278de9
280	205069	2005-06-16	33	7	31	24	9	21	12	7,9,21,24,31,33	60c1ae5b6f6fb277705ed94c0e830064	0cef2ba0f7baeffada23ab84901000a1
281	205070	2005-06-19	4	8	26	14	16	3	4	3,4,8,14,16,26	b757a56571e2fb8819ab11dc12528848	ea32d60a562a1e82fd8bd9218aaae5ea
282	205071	2005-06-21	8	16	14	12	4	22	10	4,8,12,14,16,22	08b02aa0c0d63827151642f0e93c34ea	efc19374825ffcb5fcc3ae09016d2a73
283	205072	2005-06-23	20	6	24	33	10	19	11	6,10,19,20,24,33	3e4064e495dc61bc86a16d7abc234ad8	20bb5cfc3a57bfc10e110b93e3c3b9ce
284	205073	2005-06-26	1	9	6	8	18	20	1	1,6,8,9,18,20	973c7e2712a81940e8a6c3c1d533aaf7	7b3aa1c33c5e815eb3fb5ce977828d5a
285	205074	2005-06-28	29	26	6	18	9	20	9	6,9,18,20,26,29	19ec499de8fd1866782e0344540cbe71	eaf1766e922e669731d7299897806120
286	205075	2005-06-30	16	18	11	13	31	14	14	11,13,14,16,18,31	bb5276501eefd1a2e16031352a769e11	3a2f024e4ba29e2d5b4d74441c834e05
287	205076	2005-07-03	4	22	28	11	25	9	13	4,9,11,22,25,28	ad5004b27ee06534a6010687fc43e814	88d6a1cd6cd82f37a17f04abb7b5abe2
288	205077	2005-07-05	22	17	33	24	8	32	16	8,17,22,24,32,33	1f65143fb42dd8392975a0906cc73a3f	5a871eb5c0c487451384197e9def107e
289	205078	2005-07-07	15	20	32	26	3	11	11	3,11,15,20,26,32	36e9426911d68e2af0a43b2e77fbc6ea	78708bbcbb31c794668c1feaf337aa6d
290	205079	2005-07-10	24	28	25	3	9	20	5	3,9,20,24,25,28	6d083bbccc86e6118dba1ba9752eb429	ad006da0fe4d37d15f0fd5b000296805
291	205080	2005-07-12	14	12	32	26	27	1	16	1,12,14,26,27,32	e822666deafdcad3093d267f333a0e86	ce768536a6c7618af0cee7721ef539f9
292	205081	2005-07-14	10	2	30	26	12	4	3	2,4,10,12,26,30	1ce7000a0fb6670f50dab37418501823	f70883d2d17fc30c66eae19de89a1efe
293	205082	2005-07-17	7	1	19	20	11	14	12	1,7,11,14,19,20	7b5b3144b969dce1492f65b677c43780	48fdf44b6c7580739370f8fa099b54f7
294	205083	2005-07-19	5	16	9	3	14	30	13	3,5,9,14,16,30	0c27dd681c01e4a87035321c2d2f8730	5c1f76adb26bfefadfd8717ad5faab82
295	205084	2005-07-21	1	7	15	2	20	19	3	1,2,7,15,19,20	ad440fa7402ea9802139e86d300f6cd4	61ba73df2127bca7b0e8e11c0411edbd
296	205085	2005-07-24	22	14	8	13	9	20	12	8,9,13,14,20,22	92f2e908861f0fddae5d68ccbfba1843	7130eef118aacf955a6699c7ddde695b
297	205086	2005-07-26	24	11	7	12	27	29	12	7,11,12,24,27,29	7a34f69d4ae2f01cfab55f208da9ef23	f330c398300512e5ba9bd77548792066
298	205087	2005-07-28	23	15	16	8	9	26	8	8,9,15,16,23,26	753085f5a8abbf3839e633ea1e5b018d	a618319b7f5a85e2de8d07228fb551c2
299	205088	2005-07-31	24	18	3	20	7	1	7	1,3,7,18,20,24	b675e909c0558372e76779413205eae1	cf7961af167e04f49dc87b5465ebc2e4
300	205089	2005-08-02	5	26	19	31	23	20	12	5,19,20,23,26,31	c9e95939b0ea0c01d9eb1aa98e3a688d	da0a5ec8d36d6aff9643af4e812e0ef8
301	205090	2005-08-04	9	21	25	29	1	32	3	1,9,21,25,29,32	b50a869757ed319eeccbeb88e47bcc32	6baa7b2a753e7e8d9ad2c76dabbc9acf
302	205091	2005-08-07	27	12	26	15	11	1	13	1,11,12,15,26,27	68022956df4cd452669f931bcbad7088	ed24c32b9420599430ad292f0562ab56
303	205092	2005-08-09	8	31	19	28	26	13	10	8,13,19,26,28,31	adcedcdf6ef1e4e72609989c8c711bd2	8525c10f8c51a85e4d74a19b5bd9c010
304	205093	2005-08-11	23	6	29	25	17	4	14	4,6,17,23,25,29	5c5c3a9db632475f2f58e7348218d265	a0e240ee87652bba61d50ff8acabb754
305	205094	2005-08-14	33	27	3	5	9	23	3	3,5,9,23,27,33	eab64393e88875ca4e506b9f60b521c5	e113599b2fba368f335d3ad5104171cc
306	205095	2005-08-16	12	28	9	29	18	21	5	9,12,18,21,28,29	63c68770ea2467660311178a57f2791c	92aff44be846e68574767bc3417dba24
307	205096	2005-08-18	26	17	4	33	5	18	4	4,5,17,18,26,33	a4f49ba4a3749373b6aceb67e6b95f3d	fcf199131efce0155f909ee4128b6cd1
308	205097	2005-08-21	28	10	5	27	30	23	15	5,10,23,27,28,30	02cad29ccb6e2779ff6a59e124a143a8	897b3d1d4ea5d09c996d747928e63767
309	205098	2005-08-23	33	15	12	31	22	19	1	12,15,19,22,31,33	e8fc383797c2547ab8aa9614f1916e9a	6be1ed734732f115c46423dc5e6cf18c
310	205099	2005-08-25	16	13	31	10	24	22	9	10,13,16,22,24,31	0e447f2c1b3f3a006b2c28dba8411d73	9f696f1eaf29d3f7f997f03b3712a814
311	205100	2005-08-28	4	2	31	9	14	16	3	2,4,9,14,16,31	1caa59d194882201c571e69cbf39bed7	94ee6af2b42a100363786b9c1be00755
312	205101	2005-08-30	22	9	19	21	16	24	12	9,16,19,21,22,24	d50a0895038c9a11211e53e717a55b61	3520dc571de24d6534ec11b1933f0a56
313	205102	2005-09-01	14	6	5	24	2	31	12	2,5,6,14,24,31	db844768ffc4988ed39f7e7b87bdc2ac	4d66bc842066106199b924b91ebb894f
314	205103	2005-09-04	4	18	30	16	23	7	7	4,7,16,18,23,30	f6f0758d90336bc8d649019c67ea5383	8a7ae5a8e987bdbb732a756d923106d9
315	205104	2005-09-06	4	2	23	21	30	33	9	2,4,21,23,30,33	1b38dac48f9510e2b6e8d943cd33623b	e1a4c78e9a41d582893225f0d8ac47b6
316	205105	2005-09-08	23	15	32	4	33	30	3	4,15,23,30,32,33	06517125c003c85856185dcabe6000d3	0a41b8c6495a0eaaac45b3225788edac
317	205106	2005-09-11	13	31	1	11	24	26	13	1,11,13,24,26,31	f21bc38d15313eddb4064272816ee315	080b1b87894538f5e253ece714508a8f
318	205107	2005-09-13	9	25	26	24	10	20	11	9,10,20,24,25,26	69e64916f9182a3a4277cc100b825a41	16505027780b6d82c2dbae69adf46076
319	205108	2005-09-15	12	30	29	10	3	24	6	3,10,12,24,29,30	fee8cb035ff8f75a4354b50d49817a8f	528d7b7164ddccd2204c231c1533619a
320	205109	2005-09-18	31	3	17	15	5	13	4	3,5,13,15,17,31	94d183ca3f12a2bd9ad6cd3493758d41	bccd3ccfe6e3daf388f951b363fbbe43
321	205110	2005-09-20	25	16	19	24	7	10	9	7,10,16,19,24,25	240b16cf0915dc5c950dfa28ec14049b	fd4cbca9c2663e08c03c742434a6a2e2
322	205111	2005-09-22	7	29	3	19	16	15	9	3,7,15,16,19,29	7f5668dc4499ec9f42b2fdb5a84b4b07	cf5d2cff07ea2ed2957b1ddd8ef6c85b
323	205112	2005-09-25	30	29	4	28	12	22	16	4,12,22,28,29,30	ca33b40ff31d96c4298b5d163d2094ae	154d72b27d869c4691f5cc46e3b5fc3d
324	205113	2005-09-27	26	18	27	22	20	15	3	15,18,20,22,26,27	1de0aa0a7daa4679cd0f033013b9679b	a8dd2de856fd167f2564a00f9b621440
325	205114	2005-09-29	15	21	10	27	7	6	6	6,7,10,15,21,27	19fa94fb6c1707e762d6036cee3435b5	a2652a56e76c8681afd4ee7a5df38e58
326	205115	2005-10-02	33	18	3	12	23	30	2	3,12,18,23,30,33	74e95992f0489c878cea1d936fbbe166	36d2a759126bcc121eddd8c61c533e73
327	205116	2005-10-04	15	30	14	6	8	4	10	4,6,8,14,15,30	924114b953eb3b38711538890cb49751	969904328d016675c3ac38ac409af991
328	205117	2005-10-06	28	22	27	6	17	32	3	6,17,22,27,28,32	0bb0536b21bf4ca5f333c3e6cf1a0bbb	ea685c87a9199f8e756e5d621ecdcdaf
329	205118	2005-10-09	15	4	9	26	12	31	16	4,9,12,15,26,31	b033e9ebdb2fedfc18d2d802c53ad1e4	6a7ee0d4cb5fd027fb83116796ad9b00
330	205119	2005-10-11	1	20	11	18	22	7	2	1,7,11,18,20,22	2d9ec24cc9394f0a3b5841e1bc744b5c	e2b0838e4750abea729a7ceea154349f
331	205120	2005-10-13	18	6	1	13	32	30	14	1,6,13,18,30,32	ba3a35ce040b4ba814b4e0deda5d8515	50bf4cf1ca3efc3b3614dfba4b1cd279
332	205121	2005-10-16	32	31	7	25	1	20	12	1,7,20,25,31,32	52509a954c33622036394fb7499b5166	ddac6193111d3bd98202704923803c52
333	205122	2005-10-18	32	14	1	30	4	7	9	1,4,7,14,30,32	89b4665f4c15d28b84c8ce40aa3d5ab6	9cdbb378b0f263db86054bb012aa7356
334	205123	2005-10-20	13	18	12	25	11	17	7	11,12,13,17,18,25	6856b1abf4f50ed52084e360e0214771	1ccc36aa03afe5225c8995f69398c7c9
335	205124	2005-10-23	5	31	6	19	33	10	11	5,6,10,19,31,33	2b73fc48571729c7ea265238b1fd7ed4	c92093b648275987bfe816beea220c70
336	205125	2005-10-25	6	31	14	18	32	28	3	6,14,18,28,31,32	3ce75a6e0c9cf47de259aec7931dbd17	b7b339ca264032cfab1c735f0b174fff
337	205126	2005-10-27	13	26	19	8	25	2	9	2,8,13,19,25,26	ae9e24c19c8cc97d5791aa8659ef3acc	5752a5d0d8033e09ae966cb3bf6c5900
